Point ID,DESRegionMean,DESRegionPrime2Mean,Points_0,Points_1,Points_2,Points_Magnitude,UMean_0,UMean_1,UMean_2,UMean_Magnitude,UPrime2Mean_0,UPrime2Mean_1,UPrime2Mean_2,UPrime2Mean_3,UPrime2Mean_4,UPrime2Mean_5,UPrime2Mean_Magnitude,kMean,nutMean,pMean,pPrime2Mean,vtkValidPointMask,wallShearStressMean_0,wallShearStressMean_1,wallShearStressMean_2,wallShearStressMean_Magnitude,yPlusMean
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-7.03696,0.376864,1,-0.00240085,0.00358115,-0.000121853,0.00431319,1.03105
1,1,0,-0.000707107,0.000707107,0,0.001,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-7.02965,0.38853,1,-0.00431232,0.00347839,-0.000345732,0.00555111,1.02222
2,1,0,-0.00141421,0.00141421,0,0.002,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-7.02511,0.392395,1,-0.0071029,0.00334704,-0.000504811,0.0078682,1.03155
3,1,0,-0.00212132,0.00212132,0,0.003,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-7.02334,0.382751,1,-0.00695013,0.00333581,0.000319088,0.00771581,1.03308
4,1,0,-0.00282843,0.00282843,0,0.004,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-7.01753,0.373267,1,-0.00253215,0.00272446,0.00160987,0.00405292,1.03904
5,1,0,-0.00353553,0.00353553,0,0.005,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-7.01369,0.371604,1,0.00225281,-0.00115018,0.00236888,0.0034655,1.03016
6,1,0,-0.00424264,0.00424264,0,0.006,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-7.01372,0.366576,1,0.00638072,-0.00502712,0.00165197,0.00828942,1.04827
7,1,0,-0.00494975,0.00494975,0,0.007,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-7.01941,0.360421,1,0.00854333,-0.00782398,0.000405195,0.0115917,1.07976
8,1,0,-0.00565685,0.00565685,0,0.008,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-7.03504,0.357787,1,0.00625314,-0.00569197,-0.00199672,0.00868834,1.11706
9,1,0,-0.00636396,0.00636396,0,0.009,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-7.05263,0.367977,1,0.00207448,-0.000135918,-0.000762096,0.00221421,1.1468
10,1,0,-0.00707107,0.00707107,0,0.01,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-7.06355,0.382638,1,0.0011208,0.00208126,-0.000460987,0.00240839,1.17342
11,1,0,-0.00777817,0.00777817,0,0.011,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-7.06603,0.391871,1,0.00084761,0.00259052,-0.000215991,0.00273421,1.17682
12,1,0,-0.00848528,0.00848528,0,0.012,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-7.06089,0.395063,1,-0.000309803,0.00345291,-0.000377476,0.00348727,1.16324
13,1,0,-0.00919239,0.00919239,0,0.013,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-7.05144,0.394658,1,-0.00324163,0.0042461,-0.00084872,0.00540905,1.16169
14,1,0,-0.0098995,0.0098995,0,0.014,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-7.04035,0.39548,1,-0.00726449,0.00523892,-0.00115428,0.00903058,1.17887
15,1,0,-0.0106066,0.0106066,0,0.015,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-7.02604,0.398923,1,-0.0107619,0.00662042,-0.0011237,0.0126851,1.19187
16,1,0,-0.0113137,0.0113137,0,0.016,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-7.00943,0.402254,1,-0.0144736,0.00789803,-0.000931478,0.0165146,1.20398
17,1,0,-0.0120208,0.0120208,0,0.017,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-6.99059,0.403859,1,-0.0180471,0.00802249,-0.000804745,0.0197663,1.21648
18,1,0,-0.0127279,0.0127279,0,0.018,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-6.96955,0.404803,1,-0.0201705,0.0080364,-0.000393442,0.0217161,1.23335
19,1,0,-0.013435,0.013435,0,0.019,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-6.94678,0.407325,1,-0.0199925,0.00738924,1.21615e-06,0.0213144,1.23652
20,1,0,-0.0141421,0.0141421,0,0.02,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-6.92338,0.415193,1,-0.0193465,0.00688957,-7.65054e-05,0.0205368,1.22815
21,1,0,-0.0148492,0.0148492,0,0.021,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-6.89896,0.426731,1,-0.0189955,0.00624822,-0.000174365,0.0199975,1.22001
22,1,0,-0.0155563,0.0155563,0,0.022,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-6.87364,0.443746,1,-0.0188175,0.00488822,-0.00017705,0.0194428,1.21066
23,1,0,-0.0162635,0.0162635,0,0.023,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-6.84719,0.465907,1,-0.0173675,0.00252252,0.000222459,0.0175511,1.18564
24,1,0,-0.0169706,0.0169706,0,0.024,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-6.8215,0.488316,1,-0.014783,0.000918076,0.00029505,0.0148145,1.13995
25,1,0,-0.0176777,0.0176777,0,0.025,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-6.80021,0.502039,1,-0.0123796,-0.000581084,0.000403196,0.0123997,1.10135
26,1,0,-0.0183848,0.0183848,0,0.026,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-6.78262,0.502653,1,-0.0107049,-0.00185593,0.000275591,0.0108681,1.0655
27,1,0,-0.0190919,0.0190919,0,0.027,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-6.76768,0.490774,1,-0.00872884,-0.00425918,0.000871078,0.00975152,1.02644
28,1,0,-0.019799,0.019799,0,0.028,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-6.7572,0.470693,1,-0.00487437,-0.00762799,0.000925144,0.00909954,1.01463
29,1,0,-0.0205061,0.0205061,0,0.029,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-6.75376,0.458844,1,-0.00104423,-0.0114088,0.00203578,0.0116359,1.1171
30,0.999957,0,-0.0212132,0.0212132,0,0.03,2.49269e-06,-2.11159e-06,0.000138426,0.000138465,1.94632e-08,2.03793e-08,4.20231e-07,1.69207e-08,-3.02421e-08,1.07107e-08,4.22734e-07,2.59103e-05,6.86743e-11,-6.83875,0.451891,1,0.0388244,-0.042906,-0.260725,0.267069,2.28202
31,0,0,-0.0219203,0.0219203,0,0.031,0.1042,-0.0963388,8.80826,8.8094,0.000440429,0.000535336,0.00637687,0.000176332,-0.000911961,0.000907783,0.00654461,0.710069,0.000112177,-6.39498,0.369594,1,0,0,0,0,0
32,0,0,-0.0226274,0.0226274,0,0.032,0.126663,-0.120333,10.1755,10.177,0.000393441,0.000451637,0.00410048,6.50034e-06,-0.00082545,0.000892436,0.00431863,0.55689,0.000163309,-6.02646,0.305211,1,0,0,0,0,0
33,0.999423,0.000574471,-0.0233345,0.0233345,0,0.033,0.140175,-0.134909,11.118,11.1197,0.000372659,0.000397164,0.0028579,-8.6499e-05,-0.000731959,0.000812763,0.00310935,0.298392,0.000119754,-5.69814,0.256647,1,0,0,0,0,0
34,1,0,-0.0240416,0.0240416,0,0.034,0.148229,-0.143871,11.7569,11.7587,0.000358068,0.00036091,0.00193987,-0.000140747,-0.000626159,0.000698661,0.00221846,0.056073,3.44272e-05,-5.38838,0.217846,1,0,0,0,0,0
35,0.747002,0.118649,-0.0247487,0.0247487,0,0.035,0.152705,-0.149471,11.8969,11.8988,0.00033631,0.000327378,0.0010407,-0.00015901,-0.000453475,0.000510965,0.00133991,0.000376253,2.08126e-06,-5.09993,0.186681,1,0,0,0,0,0
36,1,0,-0.0254558,0.0254558,0,0.036,0.155746,-0.153148,11.865,11.867,0.000314549,0.000297152,0.000885197,-0.000163054,-0.000411012,0.000463463,0.00117521,2.08758e-05,1.21587e-07,-4.84268,0.162307,1,0,0,0,0,0
37,1,0,-0.026163,0.026163,0,0.037,0.158134,-0.155664,11.8356,11.8377,0.000296269,0.00027297,0.000760445,-0.000164524,-0.000374482,0.000421906,0.00104205,2.06594e-05,1.23067e-07,-4.60908,0.142456,1,0,0,0,0,0
38,1,0,-0.0268701,0.0268701,0,0.038,0.160551,-0.15729,11.807,11.8092,0.000278075,0.000251798,0.000661679,-0.000164424,-0.000343826,0.000385066,0.000933849,2.05952e-05,1.44677e-07,-4.38354,0.125178,1,0,0,0,0,0
39,1,0,-0.0275772,0.0275772,0,0.039,0.161661,-0.15853,11.7856,11.7877,0.000262749,0.000237495,0.000585983,-0.000163695,-0.000319766,0.000355227,0.000850911,2.05488e-05,1.46642e-07,-4.19353,0.111893,1,0,0,0,0,0
40,1,0,-0.0282843,0.0282843,0,0.04,0.162431,-0.159373,11.7624,11.7646,0.00024785,0.000223045,0.000515823,-0.000161642,-0.00029563,0.000325842,0.000772626,2.05094e-05,1.61404e-07,-4.00586,0.0998267,1,0,0,0,0,0
41,1,0,-0.0289914,0.0289914,0,0.041,0.162576,-0.160196,11.7404,11.7426,0.00023553,0.000208398,0.000454903,-0.000157614,-0.000271025,0.000299778,0.000702855,2.04771e-05,1.64434e-07,-3.82895,0.089366,1,0,0,0,0,0
42,1,0,-0.0296985,0.0296985,0,0.042,0.162658,-0.15999,11.7206,11.7228,0.000223419,0.000196722,0.00040299,-0.000153174,-0.000249927,0.000275453,0.000642508,2.04503e-05,1.78103e-07,-3.66424,0.0803337,1,0,0,0,0,0
43,1,0,-0.0304056,0.0304056,0,0.043,0.162254,-0.159005,11.7018,11.704,0.000213339,0.000187982,0.000359549,-0.000150462,-0.000232507,0.000254353,0.000592892,2.04173e-05,1.8677e-07,-3.50415,0.0722646,1,0,0,0,0,0
44,1,0,-0.0311127,0.0311127,0,0.044,0.161037,-0.157856,11.6852,11.6874,0.000201897,0.000176987,0.000319028,-0.00014385,-0.000211917,0.000231504,0.000541352,2.03776e-05,1.90534e-07,-3.3592,0.0655946,1,0,0,0,0,0
45,1,0,-0.0318198,0.0318198,0,0.045,0.161466,-0.158552,11.6681,11.6703,0.000194375,0.000172784,0.000281506,-0.000140017,-0.000194613,0.000210535,0.000498684,2.03584e-05,2.0083e-07,-3.20643,0.0592811,1,0,0,0,0,0
46,1,0,-0.0325269,0.0325269,0,0.046,0.167386,-0.160414,11.6541,11.6564,0.000193757,0.000164944,0.000259654,-0.000138822,-0.000182776,0.000203299,0.000475581,2.03494e-05,2.12712e-07,-3.08146,0.0548871,1,0,0,0,0,0
47,1,0,-0.033234,0.033234,0,0.047,0.167159,-0.16176,11.6392,11.6415,0.000187238,0.000162379,0.000236408,-0.000137729,-0.000172628,0.000189883,0.000449599,2.03383e-05,2.22463e-07,-2.95141,0.0505642,1,0,0,0,0,0
48,1,0,-0.0339411,0.0339411,0,0.048,0.166931,-0.163106,11.6243,11.6267,0.000180719,0.000159815,0.000213162,-0.000136637,-0.00016248,0.000176467,0.000424085,2.03273e-05,2.32214e-07,-2.82136,0.0462412,1,0,0,0,0,0
49,1,0,-0.0346482,0.0346482,0,0.049,0.166704,-0.164452,11.6095,11.6118,0.000174199,0.000157251,0.000189917,-0.000135545,-0.000152331,0.00016305,0.000399129,2.03162e-05,2.41965e-07,-2.69131,0.0419183,1,0,0,0,0,0
50,1,0,-0.0353553,0.0353553,0,0.05,0.166168,-0.164567,11.5968,11.5992,0.00016771,0.000152669,0.000170703,-0.000132411,-0.000142581,0.000151461,0.000376001,2.0303e-05,2.48977e-07,-2.57456,0.0383762,1,0,0,0,0,0
