Point ID,DESRegionMean,DESRegionPrime2Mean,Points_0,Points_1,Points_2,Points_Magnitude,UMean_0,UMean_1,UMean_2,UMean_Magnitude,UPrime2Mean_0,UPrime2Mean_1,UPrime2Mean_2,UPrime2Mean_3,UPrime2Mean_4,UPrime2Mean_5,UPrime2Mean_Magnitude,kMean,nutMean,pMean,pPrime2Mean,vtkValidPointMask,wallShearStressMean_0,wallShearStressMean_1,wallShearStressMean_2,wallShearStressMean_Magnitude,yPlusMean
0,1,0,0,0,0,0,2.47402e-34,-3.82499e-34,-4.57993e-36,4.55559e-34,5.36857e-34,6.67731e-34,3.8014e-36,-4.24693e-35,-1.00703e-35,-1.77021e-35,8.58087e-34,2e-05,0,-7.03696,0.376864,1,-0.00240085,0.00358115,-0.000121853,0.00431319,1.03105
1,1,0,0.001,0,0,0.001,-2.14677e-17,2.95314e-17,9.578e-19,3.65224e-17,1.71504e-17,4.56949e-17,1.77611e-18,7.2025e-18,-8.68878e-19,-4.11771e-18,4.95469e-17,2e-05,-1.27574e-23,-7.0446,0.358222,1,-0.00218624,0.00399637,-0.000423319,0.00457491,1.06241
2,1,0,0.002,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-7.05206,0.345332,1,0.000501362,0.00299057,-0.00139977,0.0033398,1.07881
3,1,0,0.003,0,0,0.003,-3.74819e-18,5.33548e-18,1.18728e-18,6.62766e-18,8.49545e-18,1.54023e-17,5.63427e-19,5.11624e-19,-5.3775e-19,-5.2688e-19,1.76224e-17,2e-05,-4.79874e-24,-7.05712,0.337302,1,0.00476392,0.00262166,-0.00116621,0.00556131,1.09691
4,1,0,0.004,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-7.05808,0.333877,1,0.0065197,0.00215094,-0.00012846,0.00686655,1.12568
5,1,0,0.005,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-7.05157,0.323663,1,0.00564609,0.00129185,0.000588968,0.00582187,1.15333
6,1,0,0.006,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-7.03802,0.309829,1,0.00199766,0.00149052,0.00115784,0.00274826,1.1618
7,1,0,0.007,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-7.02376,0.306806,1,-0.0029229,0.00224951,0.00112794,0.00385693,1.15172
8,1,0,0.008,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-7.01123,0.31524,1,-0.00360871,0.00305848,-0.000427643,0.00474973,1.13708
9,1,0,0.009,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-6.99956,0.327599,1,-0.000346472,0.00392809,-0.000412033,0.00396481,1.12911
10,1,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-6.98975,0.331645,1,0.00109517,0.00401335,-0.000267056,0.00416866,1.13967
11,1,0,0.011,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-6.98207,0.324765,1,0.00120585,0.00337524,-0.000168843,0.00358815,1.15567
12,1,0,0.012,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-6.97554,0.319399,1,0.00152369,0.00365777,-0.000485295,0.00399205,1.15717
13,1,0,0.013,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-6.96886,0.320984,1,0.0020015,0.00511805,-0.000380949,0.00550869,1.15534
14,1,0,0.014,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-6.96245,0.325716,1,0.00298803,0.00577975,-0.000575937,0.00653189,1.15072
15,1,0,0.015,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-6.95779,0.329473,1,0.00523898,0.00566581,-0.00051863,0.00773416,1.15316
16,1,0,0.016,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-6.94983,0.33114,1,0.00627955,0.00551524,-0.000338355,0.00836451,1.14907
17,1,0,0.017,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-6.9391,0.330311,1,0.00672467,0.00499874,-0.000375328,0.00838746,1.14839
18,1,0,0.018,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,-6.9279,0.32826,1,0.00742157,0.00457049,-0.00025927,0.00871988,1.15318
