,DESRegionMean,DESRegionPrime2Mean,kMean,nutMean,pMean,pPrime2Mean,vtkValidPointMask,r,z,u_mean_r,u_mean_t,u_mean_z,R_rr,R_rt,R_rz,R_tt,R_tz,R_zz
0,1.0,0.0,2e-05,0.0,-7.0369600000000005,0.376864,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,2e-05,0.0,-7.03067,0.402433,1,0.0010000002664444646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.0,0.0,2e-05,0.0,-7.029389999999999,0.42106899999999997,1,0.0020000009155720405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0,0.0,2e-05,0.0,-7.0319,0.426472,1,0.003000001182016434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,0.0,2e-05,0.0,-7.03442,0.41651099999999996,1,0.004000000300412488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.0,0.0,2e-05,0.0,-7.03655,0.400481,1,0.005000003245638946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1.0,0.0,2e-05,0.0,-7.037160000000001,0.38277,1,0.006000002364032868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1.0,0.0,2e-05,0.0,-7.03925,0.364128,1,0.0070000014824284145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1.0,0.0,2e-05,0.0,-7.039910000000001,0.34518000000000004,1,0.008000004427655024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1.0,0.0,2e-05,0.0,-7.03575,0.327788,1,0.0090000035460493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1.0,0.0,2e-05,0.0,-7.02739,0.31418,1,0.010000002664444644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1.0,0.0,2e-05,0.0,-7.02018,0.308723,1,0.011000024087264536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1.0,0.0,2e-05,0.0,-7.01767,0.308356,1,0.012000041683260937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1.0,0.0,2e-05,0.0,-7.01876,0.309232,1,0.012999966891280915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
